Identifier	Supplier Name	Country
149161000189108	Thrift Pharmaceuticals Private Limited	India	
1750211000189103	Vinsha Pharmaceuticals		
1126821000189104	Medisys Biotech Private Limited		
13601000189104	Koye Pharmaceuticals Private Limited	India	
1874081000189105	Liza Life Sciences		
1428441000189108	Haeal Pharma	India	
1144981000189104	Sturgen Healthcare		
1654781000189104	Roris Pharmaceuticals Private Limited		
25201000189109	Eli Lilly and Company (India) Private Limited	India	
1590361000189100	Aprazer Healthcare Private Limited		
1241611000189102	Zestwin Lifesciences		
1162341000189107	Meritus Life Care Private Limited		
1738391000189100	Workcell Solutions Private Limited	India	
1813911000189106	Mediclone Healthcare Private Limited		
1247321000189109	Eltis Organics		
14691000189105	Shield Health Care Private Limited	India	
1203131000189107	Austrak Private Limited	India	
1014551000189102	Angel Biotech Speciality Private Limited		
272971000189105	Dr Kumars Pharmaceuticals		
1163131000189109	Wallace Laboratories Private Limited		
1682171000189103	Esperer Bio-research Private Limited		
223321000189101	Aureate Healthcare Private Limited	India	
1238191000189107	Chemida Labs Private Limited		
1106101000189107	Diverse Health Services		
1837101000189109	Isis Healthcare India Private Limited		
1000111000189104	Otik Biotec		
57371000189103	Green Ray Pharma		
1422861000189109	Zyris Derma Care Private Limited		
19261000189100	Shinto Organics Private Limited	India	
1127821000189101	Laenor Pharmaceuticals	India	
54381000189106	Davis Morgan Labs		
1512521000189104	Shelton Pharmaceuticals Private Limited		
1437591000189103	Elixir Formulations Private Limited	India	
1713951000189107	Andromeda Pharmaceuticals Private Limited		
1143041000189108	Ankaa Pharmaceutical	India	
23201000189105	Shalaks Pharmaceuticals Private Limited		
1421991000189102	Seagull Pharmaceuticals Private Limited	India	
22661000189103	Lifeon Paediatrics Limited		
1345711000189104	Xeno Pharmaceuticals Private Limited	India	
1452071000189105	Retort Pharma Private Limited	India	
1027871000189108	Viribus Healthcare		
1538691000189107	Wewell Biotech		
42841000189102	Organic Labs Private Limited	India	
1474251000189103	Cam Neuro Pharma Private Limited		
1221101000189109	Yeoman Drugs		
1838491000189109	Byby Health Care		
35311000189102	Shreya Healthcare Private Limited		
38481000189108	Shrinivas Gujarat Laboratories Private Limited		
23631000189104	Alcure Pharmaceutical Private Limited		
1714521000189107	Neuro Life Science		
1172841000189106	Salveo Life Sciences Limited	India	
1436241000189105	Astraazin Pharmaceuticals Private Limited		
37611000189100	Troikaa Pharmaceuticals Limited		
675031000189103	Pfizer Pharmaceutical India private Limited	India	
1806851000189107	Furies Health Care Private Limited		
1590381000189106	Cell Salve Pharmaceuticals Private Limited		
1210711000189107	Mehar Remedies Private Limited		
1168121000189104	Octillions Pharmaceuticals		
1649561000189100	Made-inn Healthcare Private Limited		
1093821000189105	Nuper Therapeutics		
1748731000189104	Noxxon Pharmaceuticals Private Limited		
1323451000189107	Valiant Healthcare Limited		
1458021000189108	Elcliff Formulations Private Limited		
1453811000189101	Quepreon Biologicals Private Limited		
1135571000189107	Quince Lifesciences Private Limited		
152501000189107	Feron Life Sciences Private Limited		
1697941000189107	Vulcan Laboratories Private Limited		
1654751000189107	Maxlive Pharmaceuticals Private Limited	India	
1480181000189104	Insta Care Lifescience		
1715961000189106	Avallac Pharmaceutical Llp	India	
1023861000189108	Pans Laboratories		
1748831000189107	IGP Medi Ventures Private Limited		
1015391000189104	Healthwell Healthcare		
1652161000189103	Torainse Life Care Private Limited		
36751000189109	Sunij Pharma Private Limited	India	
23561000189107	Anvik Biotech Private Limited	India	
1252431000189102	Fulfil Health Care Private Limited		
1875961000189101	Favnox Pharmaceuticals Private Limited		
1081121000189100	Kyna Pharmaceuticals		
1755621000189100	Deserve Life Sciences		
1098181000189109	Indosurge Biotech		
12881000189101	Aristo Pharmaceuticals Private Limited	India	
144351000189106	Summit Pharmaceuticals (India)		
1453831000189106	Atral Cyrus Lifesciences		
1715921000189101	Jolly Pharma	India	
1220861000189109	PHC Healthcare Private Limited		
1403161000189104	Fiale Pharmaceuticals Private Limited	India	
1753581000189101	Plenum Biotech Private Limited		
1783411000189103	Mandevis Pharma	India	
1811521000189107	Stanley Healthcare Private Limited		
1122121000189108	Totem Biotech Private Limited		
1040961000189108	Sanity Pharma		
1236351000189104	Sycap Pharma		
1290551000189103	Globus Labs	India	
9381000189102	Fidelity Life Sciences Private Limited		
1849501000189106	Veequre Lifesciences		
17901000189101	Overseas Health Care Private Limited	India	
1781301000189106	Connote Healthcare Private Limited		
1144761000189108	Medifinity Healthcare Private Limited		
1165901000189102	Nova Indus Pharmaceuticals		
1478911000189104	Aconwell Pharma Private Limited		
25291000189100	Talent Healthcare Private Limited	India	
84291000189109	Indu Drugs Private Limited		
1017761000189102	Proteger India Private Limited		
1071651000189108	Akmed Biotech		
54641000189107	Nexus Biotech		
1221301000189106	Andee Lifesciences	India	
1650541000189108	Xena Coronus Health Care Private Limited		
1216001000189106	Curelab Healthcare		
103531000189103	Safemed Medical Supplies Company Limited		
166811000189102	Gerrysun Pharmaceuticals Private Limited	India	
1877731000189100	Brown And Burk Pharmaceuticals Limited		
1203981000189108	Eridanus Healthcare		
82121000189109	Helios Pharmaceuticals Private Limited	India	
144641000189102	Profess Health Products Private Limited		
1035661000189106	Nexus India Limited		
902891000189108	Astellas Pharma Inc		
41921000189105	Ortin Laboratories Limited	India	
29641000189107	La Pharmaceuticals	India	
126111000189101	Helax Healthcare Private Limited		
1849271000189103	Vybia Healthcare		
1880541000189108	Aviator Life Science Private Limited		
1231831000189107	Lifevision Medicare Private Limited		
1074351000189103	Norwin Lifesciences		
1249781000189100	Cordial Lifesciences Private Limited		
127981000189109	D.D. Pharmaceuticals Private Limited	India	
1108211000189103	Age Biotech		
1061731000189101	Balaji Biotech		
1047041000189109	Exmed Healthcare		
1657361000189104	Alexa Medicare Private Limited		
1683651000189106	Nootan Pharmaceutical Private Limited		
1180291000189108	Reqwell Pharma		
1098141000189104	A.S.Lifesciences		
1035041000189102	Apa Pharmaceuticals		
1230781000189106	Shreeyam Healthcare	India	
1850001000189108	Palvin Pharmaceuticals		
1476351000189100	Krishlar Pharmaceuticals		
1032391000189104	Miza Labs Private Limited		
1159721000189102	Curex Laboratories Private Limited		
1853891000189100	J.P Biotech		
1476361000189102	Vitabolik Pharmaceuticals Private Limited		
1288731000189102	Shri Pharmaceuticals		
1075211000189105	Quadriga Biotech Private Limited		
1109171000189109	Tansy Molequle		
1044941000189101	Samco Pharma Works Private Limited		
1247471000189100	Staneil Pharma		
1143651000189102	OSR Pharmaceuticals Private Limited	India	
1112291000189109	Grace Drugs and Pharmaceuticals Private Limited	Not Available	
1228831000189100	Care Pride Pharma		
39891000189102	Bevit Pharmaceuticals Limited		
285301000189102	Lee Chem Biotech Private Limited		
1143511000189100	Steris Healthcare Private Limited		
1438481000189100	Medimark Biotech		
1105671000189104	Aglowmed Limited		
1186751000189105	Zentiva		
165141000189102	Medicare Remedies Private Limited		
202531000189109	Zenobio Life Sciences Private Limited		
1131691000189105	Petal Lifesciences		
1207371000189104	Nutratec Pharmaceuticals		
1682301000189105	Ichor Biologics Private Limited		
84051000189106	Claris Lifesciences Limited		
1078591000189107	Mac Health Care (India) Private Limited		
1123511000189102	Lifestar Pharma Private Limited		
220621000189100	Medivision Pharmaco India Private Limited		
1808031000189109	Saver Pharmaceuticals	India	
1249901000189109	Selaginella Lifesciences Private Limited		
1036231000189107	Amzor Healthcare Private Limited		
1510021000189107	Win Health Pharma		
1695331000189108	Ahen Pharmaceuticals Private Limited		
1651751000189109	Aeston Life Sciences		
1129771000189102	Timetech Formulations Limited		
683551000189107	Therawin Formulations		
1512441000189109	Ethicare Remedies		
1127411000189107	Smaco Biocon		
332261000189100	Biocare Remedies Private Limited	India	
1022301000189105	Jubilant Pharmaceuticals Private Limited		
1207811000189103	Raphael Pharmaceuticals Private Limited		
1217241000189101	Xanocia Lifesciences		
214321000189109	Lok-Beta Pharmaceuticals (India )Private Limited		
1569941000189105	Proventis Pharmaceuticals Private Limited		
1475121000189103	Swast Aushadhi Seva Generic Medicine Store	India	
1474331000189104	Rejli Healthcare Private Limited		
32791000189100	Sandoz Private Limited	India	
1221091000189104	Ipca Laboratories Limited		
1136531000189101	SJK Pharmaceuticals Private Limited		
1196251000189102	Galaxus Pharmaceuticals		
1779081000189106	East African India Overseas Private Limited		
1212161000189107	Anisum Lifesciences		
1535291000189103	Rosch Elmer Pharmaceuticals Private Limited		
1169861000189109	Humbing Ethicals		
1102301000189105	Snell's Therapeutics		
133781000189104	Eclipser Pharmaceuticals		
69711000189107	Sresan Pharmaceuticals Limited		
1436941000189100	Aeomeds Healthcare Private Limited		
1494621000189100	Solis Pharmaceutical Industries Private Limited		
14131000189101	Zenith Healthcare Limited		
117871000189106	Nordic Pharmaceuticals Limited		
1001941000189108	Godrams Lifeline		
1385341000189107	Crest Pharma Private Limited	India	
1237391000189106	Maiden Pharmaceuticals Limited		
1129461000189102	Altruist Pharmacia Private Limited		
387531000189104	Salvador Visiontech	India	
678661000189109	Variety Pharmaceuticals Private Limited		
125631000189109	Human Life Care Private Limited		
1030831000189108	Adhya Pharmaceuticals Private Limited		
1457011000189101	Daksh Pharma Private Limited		
1125371000189101	Globela Pharma Private Limited		
1878971000189101	Jaival Pharmaceuticals Llp		
768441000189106	Evaxo Pharma Private Limited		
27611000189102	PDC Healthcare		
1478541000189106	Medicant Life Science Private Limited		
1253471000189106	S V Pharmaceuticals		
23841000189109	Almed Drugs Private Limited		
998001000189105	Voizmed Pharma Private Limited		
1119521000189100	Retec Formulations Private Limited		
1106631000189107	Toubib Pharma Private Limited		
48481000189107	Icarus Health Care Private Limited	India	
1752751000189107	Mcbrex Lifesciences		
1067001000189102	Ziotic Life Sciences		
1092451000189106	Alembic Limited		
1100811000189100	Biosys Medisciences		
1115391000189106	Neoliva Formulations	India	
1747841000189100	Nakularch Meditech Private Limited		
1107971000189103	Zedchem Pharma		
1037091000189103	Arika Healthcare		
21121000189106	Genesis Biotec Private Limited	India	
1294301000189102	Zanetaz Medicorp		
51001000189100	Jawa Pharmaceuticals (India) Private Limited	India	
199511000189107	LeVanza Pharma Private Limited		
1637971000189108	Hemera Life Sciences Private Limited	India	
1100251000189102	Croford Pharmaceuticals Private Limited	India	
381671000189107	Aspire Remedies Private Limited		
23071000189105	Saga Laboratories Private Limited		
1416931000189101	Future Dermacare Private Limited	India	
1814651000189104	Maxcure Drugs and Pharmaceuticals		
1875331000189109	Harriet Healthcare		
1110621000189105	Oshin Pharmaceuticals Private Limited		
1247821000189101	Glomphy Pharma		
1394721000189102	Symbiosis Life Sciences Limited		
998721000189101	Addii Biotech Private Limited	India	
1071371000189107	Uni-Solve Pharmaceuticals Private Limited		
146271000189102	Udik Pharmaceuticals Private Limited		
1045181000189105	Kanraxy Pharma		
1017281000189101	Nexgen Pharma		
86571000189103	Life Line Biotech Limited		
1017331000189108	Doer Lifesciences Private Limited		
161371000189105	Fenestra Pharmaceuticals Private Limited	India	
1407421000189107	Proteus Health Care Private Limited		
231871000189109	Milimax Health Care Private Limited		
353841000189105	Spic Pharmaceuticals		
8901000189102	Reliance Formulation Private Limited	India	
1781101000189109	Alathea Biotec Private Limited		
1135951000189105	Invictus Lifesciences		
1229551000189103	Aquila Labs		
1145301000189109	Positive Medicare Private Limited	India	
1228461000189105	Nilrise Pharmaceuticals Private Limited		
1839271000189104	Biosafe Pharmaceuticals Private Limited		
1225661000189104	RB Pharmaceuticals	India	
1510281000189104	Canvarzys Pharmaceuticals	India	
1157131000189109	Kolaz Biotech Private Limited		
1242561000189105	Signit Laboratories Private Limited	India	
200581000189109	Shasun Pharmaceuticals Limited		
1749671000189102	Kavach 9 Pharma & Research Private Limited	India	
248701000189103	Austro Labs Limited	India	
902301000189108	Symbiotic Drugs & Diabetic Care Private Limited		
1776911000189106	Medics Lifecare		
9151000189108	Zydus Healthcare Limited	India	
1848301000189106	MB2 Medicare		
1591161000189106	Tikish Pharmaceuticals		
1415041000189103	Dentsply Pharmaceuticals	India	
103621000189104	Kavya Health Care Private Limited		
1055941000189104	Ray Remedies Private Limited		
1029021000189106	Novalife Healthcare		
1230881000189100	Athens Wellness		
1206691000189105	Zavik Drugs		
1776931000189101	Sigma Softgel And Formulation Limited		
1345501000189106	Menrik Biomerge Private Limited	India	
58591000189107	Surmount Laboratories Private Limited		
1588811000189109	Razekan Biolabs		
1322461000189103	Deepcare Health		
1780831000189102	C&C Pharmaceuticals		
1493941000189104	Amwill Healthcare	India	
92251000189109	Modgal Pharmaceuticals Private Limited		
782661000189106	ENDOCARE INDIA Private Limited		
1434571000189109	Enegix Healthcare		
1784361000189108	Aanika Pharma	Not Available	
1697521000189108	Bioaltus Pharmaceuticals Private Limited		
1855131000189109	The Aesthetic Sense		
1048981000189104	Adoc Pharma		
30471000189109	Seagull Labs India Private Limited		
1749701000189103	Pan Pharmaceuticals Private Limited	India	
1749451000189105	Uniark Healthcare Private Limited		
267471000189106	Articon Labs Private Limited		
13871000189105	Bharti Life Sciences Private Limited	India	
1110671000189109	Saviour Speciality Drugs		
1877901000189105	Hfa Formulations Private Limited		
1694471000189101	Biogen Idec Biotech India Private Limited		
1257761000189103	Glareo Labs Private Limited		
1808721000189105	Lotus Lifesciences Private Limited		
1019091000189103	Maestro Healthcare Limited	India	
87061000189103	West Coast Pharmaceutical Works Limited		
101001000189104	Ambit Health Care Private Limited		
1925881000189107	Vanesa Care Private Limited		
16541000189109	Ancalima Lifesciences Limited	India	
1781851000189101	Rich Pharma India Private Limited.		
1479591000189106	Octtantis Nobel Labs Private Limited		
1193541000189106	Prosem Healthcare Private Limited		
1569041000189106	Magvit Private Limited		
1649131000189100	Oddity Healthcare Private Limited		
219271000189100	Kabir Life Sciences and Research Private Limited		
28871000189106	Taj Pharmaceuticals Limited	India	
30941000189105	JK Biochem Healthcare Private Limited		
839341000189103	Spectra Therapeutics Private Limited		
83131000189101	USP Life Sciences		
1217331000189104	Avron Pharma Private Limited		
1755611000189108	RANGSUBBS PHARMACEUTICALS (INDIA) PRIVATE LIMITED		
36821000189106	Croslands research laboratories limited		
1174531000189108	Caphap Pharmaceuticals	India	
1014391000189100	Savill Pharmalabs Private Limited		
1837761000189109	Ind Blues Pharma		
1782271000189100	Pace Pharmaceuticals		
8811000189109	Novogen Captab Biotec	India	
49921000189106	Pharma Corp. Inc. Private Limited		
325601000189108	Ramose Laboratories Private Limited	India	
20501000189102	Allenge India	India	
189071000189106	Jaqson Healthcare Private Limited		
1031631000189101	Vkan Healthcare		
1175131000189100	Atsun Life Sciences		
37121000189104	Pulse Pharmaceuticals Private Limited	India	
13731000189100	J B Chemicals and Pharmaceuticals Limited	India	
337801000189100	Ariak Biotech Private Limited		
14201000189103	Nulife Pharmaceuticals Private Limited	India	
258951000189103	GPS Pharma Private Limited		
1001641000189101	Klokter Life Sciences Private Limited		
1182721000189104	Zidwell Healthcare		
131241000189100	Dunamed Pharmaceuticals Private Limited		
1058011000189106	Prosaic Pharmaceuticals Private Limited		
97931000189105	Klar Sehen Pharmaceuticals Private Limited	India	
1101381000189108	Gray Anon Formulations Private Limited		
90501000189105	Ceecure Pharma Private Limited		
1237751000189102	Rut Pharma Private Limited	India	
1479381000189101	Tridev Pharmaceutical		
111651000189105	Cyno Pharmaceuticals Limited		
1204591000189102	Varmed Pharma Private Limited		
1031131000189109	Colors Life Sciences		
1590141000189103	Roma Pharma Private Limited		
1756161000189108	V-revive Medicure Private Limited		
676421000189100	Centurion Remedies Private Limited	India	
1087451000189105	Doxis Laboratories		
1012371000189107	Brochem Healthcare Private Limited		
185761000189102	Instanz Life Sciences		
1345981000189106	Divine Health Care Private Limited		
1251681000189109	Shiwalic Formulations Private Limited		
1653421000189109	Redisun Pharmaceuticals		
28291000189106	Jaiwik Biotech Private Limited		
1218561000189103	Taj Pharma India Limited		
1925481000189109	Timon Tender Care Pharmaceuticals Private Limited		
1104601000189108	Nirlife Healthcare	India	
63191000189102	Allentis Pharmaceuticals Private Limited	India	
1851811000189107	Fab Biotech Private Limited		
1608701000189106	GE Healthcare Inc		
1167851000189101	Unison Laboratories Private Limited		
1251031000189101	Nayan Vision		
1386761000189101	Surya Pharmaceutical Limited		
1779631000189103	Remedial Healthcare India Private Limited		
1854371000189108	Broadbill Medicines Private Limited		
93701000189109	Biosans Lifecare		
1511581000189109	Fibrica Healthcare Private Limited	India	
354291000189100	Versatil Pharmaceuticals Private Limited	India	
1209701000189100	Unimarck Pharma (India) Limited		
1808471000189100	Raskam Healthcare Private Limited		
1057441000189101	Shilar Pharmaceuticals		
1806151000189103	Mepromax Life Sciences Private Limited		
1711551000189102	Milard Life Sciences		
1655431000189107	Medisurf Pharma		
1177231000189102	Jainik Life Sciences		
10011000189104	Hetero Healthcare Limited	India	
1180481000189107	Laxter Pharmaceuticals Private Limited		
10221000189100	Xieon Life Sciences Private Limited	India	
1137181000189109	Zephon Lifesciences		
1150211000189105	USR Remedies		
1479581000189109	Alter Ego Pharmaceuticals		
1714601000189102	Vishwak Pharmaceuticals		
1049801000189108	Rhophic Health Care		
1389111000189106	Sunny Drugs And Pharmaceuticals Limited		
1019141000189106	A.S.V. Laboratories (India) Private Limited		
1144721000189103	Sycon Healthcare Private Limited		
1155021000189103	D R Johns Lab Pharma Private Limited		
1036341000189105	Celebrity Biopharma Limited		
1451931000189104	M Frank Pharmaceuticals		
1048431000189106	Smile Health Care Private Limited		
1049461000189105	Terma Medicare India Private Limited		
1654271000189109	Kelvin Remedies Private Limited		
1131731000189102	Dutch Remedies Private Limited		
1042681000189109	Glosun Pharmaceuticals Private Limited	India	
1475211000189101	Lexaro Healthcare		
26031000189100	Unicure Remedies Private Limited		
259261000189104	Pramukh Swami Pharma Limited		
1251921000189102	Exelife Biotech Private Limited	India	
1639931000189102	Lunas Remedies	India	
1382881000189100	Zydica Healthcare	India	
1139241000189104	Unicorn India		
84381000189101	Eden Health Care Private Limited		
1780461000189107	Aishwarya Health Care Private Limited		
1812401000189105	Hab Pharmaceutical Limited		
1064781000189100	Shrion Pharmaceuticals		
31881000189103	Life Line Remedies (India) Private Limited		
1478831000189103	Aar Biosys		
1532421000189109	Pharmacia Healthcare Private Limited		
1026761000189107	WIT Pharmalink Private Limited		
1855291000189103	Neomed Health Care (India) Private Limited		
1780381000189108	Sandeep Organics Private Limited		
1479321000189102	Mednich Pharmaceuticals		
1711201000189101	Legend Advanced Biomedicinals		
1754261000189107	Geneda Pharma		
22951000189109	Nestor Pharmaceuticals Limited		
1233061000189105	Candrin Pharma Private Limited		
1093461000189102	Ambition Pharma Private Limited		
1014231000189109	Hacks and Slacks Healthcare		
221221000189109	Optica Pharmaceuticals Private Limited		
1590201000189107	Novo Medi Sciences Private Limited		
1207541000189100	Bacchus Pharma		
1748621000189109	Ambitree India Private Limited	India	
14841000189104	Samarth Life Sciences Private Limited	India	
1849491000189103	Kingsmed Pharma		
1115121000189105	Dermacia Healthcare		
46811000189102	Three Dots Life Science Private Limited		
1848831000189105	Brance Biotech		
1215991000189107	Nectar Biopharma Private Limited		
1474611000189100	Beats Pharmaceuticals		
1084921000189101	Times Drugs and Pharmaceticals Private Limited		
367091000189105	Prescription Medicines Private Limited	India	
1587301000189104	Watran Pharmaceuticals Private Limited		
1017271000189103	SPS Medipool Private Limited		
416431000189109	Micron Biotech Limited		
1012041000189102	National Chemical & Pharmaceutical Works Private Limited		
40201000189102	Kentreck Laboratories Private Limited	India	
1090761000189104	Nascent Lifescience Private Limited	India	
18661000189105	Glebit Laboratories		
1238931000189108	RSL Bioscience Private Limited	India	
1839171000189108	Liras Pharmaceutical Llp	India	
64251000189101	Juggat Pharma Limited	India	
41771000189106	Apotex Lifesciences		
1114181000189105	Suave Pharmaceuticals Private Limited		
1711181000189100	Raclon Labs Llp		
1120161000189102	Rely On Pharmaceuticals		
65241000189103	Iscon Life Sciences		
1080161000189101	Kaleon Laboratories		
1293951000189102	Yash Vision Private Limited		
1108101000189106	Accilex Nutricorp		
1044131000189105	AS LifeSciences		
1316711000189101	Sava Healthcare Limited		
1188401000189102	Zensar Health Care		
1611781000189106	SGPharma Private Limited		
1455461000189102	Stenkem Molecules Private Limited		
1876031000189100	Venistro Biotech		
1005121000189103	Kenvish Healthcare		
1609381000189108	Zen Medica Private Limited		
1242031000189106	Khushal Pharmaceuticals		
1847611000189103	Makshi Health Care Private Limited		
62231000189103	Emar Health Care		
1395931000189101	Lakshya Pharma Private Limited		
1155641000189104	Tripada Bio-Tech Private Limited	India	
1246721000189108	Rockstar Pharma		
203301000189102	Accosts Remedies Private Limited	India	
1034611000189108	Albatross Pharmaceuticals Private Limited		
1407551000189101	V R Med Healthcare		
1201851000189108	Lavish Biotech		
15991000189102	Oneiro Pharmaceuticals Private Limited	Not Available	
1877711000189105	Elliot Biotech Private Limited		
134221000189107	Moxy Laboratories Private Limited	India	
1615131000189106	Greyland Pharma		
1754161000189103	Sapson Pharma		
16911000189102	Pci Pharmaceuticals Private Limited	India	
11081000189103	Marc Laboratories Limited	India	
1714841000189100	Cellrox Life Sciences		
88611000189105	Innova Formulations Private Limited		
124911000189105	Kanad Labs Private Limited	India	
1325271000189101	Dellwich Healthcare LLP	India	
1097651000189107	Matins Pharma		
1749091000189109	Eris Oaknet Healthcare Private Limited	India	
1781211000189101	Tanik Healthcare Private Limited		
1148971000189109	Hamps India Private Limited	India	
33441000189105	Banson Pharmaceuticals Private Limited		
1081921000189103	Biotics Lab Life Services Private Limited	India	
1255121000189101	Triveni Formulations Limited		
1810621000189101	Xyata Life Sciences Private Limited		
132241000189108	U S Vitamine India Limited		
162181000189100	Ion Healthcare Private Limited	Not Available	
1194041000189100	Soinsvie Pharmacia Private Limited		
9861000189101	Sarabhai Piramal Pharmaceuticals Private Limited		
1145941000189108	Reltic Pharmaceutical Private Limited		
1032041000189108	Peenak Pharma		
1021211000189106	Axodin Pharmaceuticals Private Limited		
55201000189108	Bionet India Private Limited		
1119811000189106	Ojana Pharmaceutical Private Limited		
1166811000189102	DM Care Biotech		
26921000189101	Melody Healthcare Private Limited		
22811000189101	Briskon Laboratories		
1783641000189104	Disan Pharma		
1094661000189101	Valentis Pharma		
58621000189105	MDC Pharmaceuticals Limited	India	
1062671000189101	Neuro Lab India Private Limited		
1143451000189100	Baksun Healthcare Private Limited	India	
1478211000189107	Integral Lifesciences		
1651201000189101	Tara Biosciences Private Limited		
1716151000189102	Solveig Lifesciences Private Limited		
1244041000189107	Drug For Life India Private Limited		
1341641000189105	Replica Remedies Private Limited		
1095681000189106	Madhav Labs Private Limited		
1226131000189108	Swapra Pharma Private Limited		
1491711000189103	Getron Pharmaceuticals		
94011000189106	Life Sciences Inc		
1037431000189106	Biozen Health Products Private Limited		
1126201000189109	Stenhill Labs		
1214441000189108	Mosfet Healthcare Private Limited		
1738571000189108	Pristyn Reviver		
1495071000189105	Preside Pharmaceutical Private Limited		
1185451000189108	Sword and Shield Pharma Limited		
47191000189100	Swiss Pharma Private Limited	India	
1093061000189109	Vanshita Lifecare Private Limited		
1736811000189104	Olamiken Life Science Private Limited	India	
1103241000189106	Arbour Pharmaceuticals Private Limited		
1021911000189103	True Care Pharmaceuticals		
1776181000189104	Associated Biopharma Private Limited		
1128161000189100	Osseous Healthcare Private Limited		
1184701000189100	Medimax Pharma		
1839421000189102	Splenz Pharmaceuticals Private Limited		
1776251000189104	Zynor Pharmaceutical Private Limited	India	
1253361000189107	Zircon Pharmaceuticals Private Limited	India	
1195231000189101	Ausler Snovy Healthcare		
1174281000189105	Try Drugs Pharmaceuticals		
1813951000189105	Lifecare Formulation Private Limited		
1003191000189104	Zumentes Healthcare		
1258651000189106	Chemo Remedies		
203771000189108	Aigis Biotec		
1000961000189104	Focus Healthcare		
1239881000189105	Healers Nutraceuticals Private Limited		
1656601000189106	Burgeon Health Series Private Limited		
1137741000189103	Jonas Pharmaceuticals Private Limited		
1228341000189101	Ceza Formulations Private Limited		
1125451000189103	Fealth Life Care Private Limited		
1479571000189107	Daxin Pharmaceuticals Private Limited		
678321000189106	Healers Pharmaceuticals	India	
1716611000189108	JVG Healthcare		
1903541000189107	Bolivian Healthcare		
1188191000189103	Capital Pharma	India	
1924801000189101	Mark (India) Cosmed Private Limited		
1748641000189100	Sherim Squibss Pharma Private Limited		
108781000189100	Mefro Pharmaceuticals Private Limited		
1028581000189109	Octalife Pharma Private Limited		
1071761000189104	Oldmed Healthcare Private Limited		
1394151000189108	Biocon Biologics India Limited		
1657931000189105	Minitoss Medicines		
8651000189109	Unimarck Healthcare Limited	India	
142891000189103	Esmatrix Life Sciences Private Limited	India	
171591000189106	G R Laboratories Private Limited		
1247841000189105	Amber Laboratories Private Limited		
1028121000189100	Deys Medical	India	
94151000189106	Johnson & Johnson Private Limited		
1650751000189104	Exito Pharma Private Limited		
1032151000189107	Octofeb Pharma Private Limited		
1161071000189108	Kayess Healthcare		
1750231000189108	Jayson Pharmaceuticals Limited		
12101000189101	Prime Life Science Private Limited		
133041000189107	Saibliss Drugs & Pharma		
1088071000189109	Aequitas Healthcare Private Limited	India	
1155731000189103	Dermo Care Laboratories		
265891000189100	Wood Rock Healthcare Private Limited		
87131000189109	Gennext Lifesciences		
83291000189107	Serum Institute of India Private Limited	India	
1078611000189102	Kokad Pharmaceutical Laboratories Limited		
674001000189107	Rextar Healthcare Private Limited	India	
36041000189109	Inga Laboratories Private Limited		
1156521000189102	Maxx Farmacia (India) LLP	India	
1749191000189108	Azaris Pharma		
1141031000189101	Mancure Drugs Private Limited		
1119111000189100	LCB Pharma		
1838271000189109	Olympus Lifesciences Private Limited		
1779641000189109	Spectrum Pharmaceuticals Private Limited		
1425251000189103	Zoticus Pharmaceuticals	India	
1176361000189101	Skinska Pharmaceutica Private Limited		
1092821000189101	Cardiatic Care	India	
1293261000189106	Valcret Life Sciences Private Limited		
53401000189108	Avyukt Pharmaceuticals		
1240901000189103	Allianz Healthcare		
1042891000189107	Modron Healthcare		
1109591000189104	Atlantis Formulations Private Limited		
381441000189102	Vasu Organics Private Limited		
29251000189108	Medopharm Private Limited	India	
1776591000189106	Sarb Pharma Private Limited		
1206871000189107	Remora Remedies		
1052691000189108	Bayer Zydus Pharma Private Limited		
1035361000189103	Coddle Medichem		
1612831000189106	Penardo Biotech Private Limited		
362581000189104	Eltis Pharma Inc		
1814991000189102	Crepis Pharma		
1474911000189105	Medifuel Pharma		
1026391000189100	Mediwings Laboratories Private Limited		
1154581000189109	Parker Robinson Private Limited		
317781000189107	Nusearch Organic	India	
1535581000189103	Hi-Cure Biotech		
86301000189102	Stanford Laboratories Private Limited	India	
1437461000189107	Depsons Healthcare	India	
15891000189105	Bennet Pharmaceuticals Limited	India	
1149081000189101	Zenstar Life Sciences		
1033651000189109	Palsons Drugs And Chemical Industries Private Limited		
1609261000189108	Bestel Laboratories Private Limited		
41061000189104	Indkus Drugs and Pharma Private Limited		
1230571000189104	Alarius Healthcare		
1398301000189104	Larion Life Sciences Private Limited		
12211000189109	Jagsonpal Pharmaceuticals Limited	India	
1167641000189103	Wisdom Pharma Private Limited		
1658031000189108	Whiz Laboratories (India) Private Limited		
1810361000189103	Sayre Therapeutics Private Limited	India	
16061000189104	P Tech Pharma India Private Limited		
1020001000189108	JVD Pharma Private Limited		
1164301000189102	NGS Biotech Private Limited	India	
245961000189106	Nexux Lifesciences India Private Limited		
248571000189103	N K Pharma Industries		
199601000189109	Triglobal Bioscience Private Limited		
1613891000189102	Rene Pharmaceuticals Private Limited		
1200101000189106	Pharm Biotech	India	
1532721000189103	Stayer Pharma Private Limited		
683471000189102	Nexgen Rx Life Sciences Private Limited	India	
1161611000189107	Philanto Healthcare		
1062401000189108	Edmund Healthcare Private Limited		
1184231000189104	Alice Healthcare Private Limited		
1164321000189108	Pmv Healthcare Private Limited		
